,Idea Title,weighted av. score,VJ deviation,NU deviation,DF deviation,GT deviation,JR deviation,OA deviation,AV deviation,CJ deviation,DT deviation,JO deviation,JH deviation,SU deviation,GDD deviation,PP deviation,OU deviation,MiM deviation,AR deviation,VP deviation,LdB deviation,EM deviation
195,Cardano event in a Parisian Theatre,0.7719489660666131,-0.04467623879388589,-0.2264944206120677,-0.4992216933393404,1.5007783066606597,-0.40831260243024947,-0.1355853297029768,-0.31740351152115864,-0.05793650793650795,,-0.19814814814814818,0.5277777777777777,-0.4686624649859944,0.15369592281356984,-0.00042735042735053685,0.2647944647944647,-0.5550342359165888,,-1.2222222222222223,-0.24444444444444446,0.15384615384615374
196,Cardano features for everyone,0.8818845834910367,-0.04855125015770345,-0.3263290279354812,-0.604106805713259,1.5625598609534075,-0.3263290279354812,0.06255986095340765,-0.15966236126881456,0.5070043053978521,0.17367097206451876,0.04064659755449228,0.013501952250215877,-0.27077347237992566,-0.1394143111790171,0.2618936420011689,0.35915852261228276,-0.3388744451837431,-0.698156104547082,-0.741781712685074,-0.41321044546851,0.17558272820369591
197,Cardano for Global Health Supply,0.7954314349837804,0.03790189834955283,-0.4620981016504471,-0.6287647683171138,0.8712352316828862,-0.4620981016504471,0.06423227801946338,-0.4620981016504471,0.8411935068649885,0.03790189834955283,0.09119350686498862,1.3411935068649887,-0.3461886845039019,0.5769230769230769,1.5275919732441472,0.005756578947368474,0.10526315789473695,-0.48332572390424217,-0.48332572390424217,-0.09375,0.2458791208791209
198,Cardano for STEM Brazilian students,1.2278839659526626,0.2721160340473374,0.1471160340473374,-0.8528839659526626,1.7721160340473374,-0.7278839659526626,-0.2278839659526626,-0.8528839659526626,1.1480065639149684,0.022116034047337384,-0.5186601027516983,0.31467323058163504,-0.3197831978319783,-0.09722222222222232,0.5368112014453478,0.1802168021680217,-0.3197831978319783,-0.1951219512195122,-0.1951219512195122,-0.6765083440308087,0.5202554599075402
199,Cardano for Species Management,0.6350152370612728,-0.3622879643340001,-0.27137887342490924,-0.3799944684855171,1.2866721981811495,-0.3799944684855171,0.07588460133217165,0.17556108707003848,0.5975062229537933,0.06444997595892736,-0.04263124507689724,0.37069457178152826,-0.3280372553070763,-0.018757763975155273,0.058425845254489794,0.32902790511486163,-0.40213335628023245,-0.3814581423277076,-0.33516651386216606,-0.3657537135798006,-0.3057692307692308
200,Cardano games assets for Unity,0.4254055234775753,-0.15267825075030256,-0.24358734165939344,-0.3344964325684843,2.0291399310678795,-0.4254055234775753,0.06734804182172602,0.029139931067879266,-0.37724458204334366,,0.393048128342246,-0.1977124183006536,-0.13992296546476113,-0.058543771043771044,-0.01884407803525451,0.07794619309712186,-0.2866482810561758,-0.1747193295180911,-0.3413859961847578,-0.4656002751977984,-0.35289562289562293
201,Cardano goes to Milan,1.0494380925447102,-0.2994380925447102,-0.3994006320476909,-0.5494380925447102,1.7005619074552898,-0.4869380925447102,-0.11193809254471021,-0.2994380925447102,0.906228722258134,,-0.3790993320405085,0.966135172017525,-0.7725457875457875,0.028177296559649456,0.36004273504273504,0.2106990231990232,-0.9078021978021977,-0.639957264957265,-0.8670634920634921,-0.2994380925447102,0.7435897435897436
202,Cardano in Spanish,1.130859346237381,-0.13085934623738113,-0.2887540830794864,-0.604543556763697,1.5533511800784083,-0.39401724097422325,0.02703539060472414,-0.236122504132118,0.25435758513931883,,-0.033619777195628614,-0.3669531105289619,-0.2181372549019608,-0.3691225441225442,0.3134507649213532,0.4545751633986928,-0.16264005602240897,-0.3248538011695907,-0.9692982456140351,-1.0697115384615383,-0.08262844611528823
203,Cardano local live events - Poland,0.9717345242190444,0.22826547578095563,0.16159880911428898,-0.438401190885711,0.8949321424476223,-0.438401190885711,-0.17173452421904437,-0.5050678575523777,0.13897417153996103,,-0.7380116959064328,0.7257309941520468,-0.6784242644426192,0.12558356676003732,0.11764705882352944,0.094640522875817,-0.7039153490343506,,-1.0526315789473684,-0.8421052631578947,-0.14068504594820386
204,Cardano scaling solutions,0.7601789102075143,0.1398210897924857,-0.16017891020751432,-0.5151709401709402,1.4848290598290599,-0.5151709401709402,0.08482905982905982,0.2848290598290598,-0.5541310541310541,,0.16395905454829943,-0.5541310541310541,-0.17296799866164855,-0.04050141553717067,-0.13395202983303667,0.3125,-0.5601789102075143,-0.2692307692307692,,-0.20700161775676648,0.14501554890570914
205,Cardano to the Every Ghanaian,0.585146277713245,-0.27745397002093725,-0.508223200790168,-0.3795225026104014,1.9538108307229318,-0.4628558359437347,0.4145468802691726,0.037144164056265326,1.4368845426068348,-0.11428571428571428,0.32160139907508334,1.1409606188553556,-0.4355760909213594,0.1656915625425135,0.46014534405511853,-0.022724747987905865,-0.12885592359276565,-0.5001489502161317,-0.5001489502161317,-0.44002640261317644,-0.360791047964961
206,Cardano ♥ YouTube ♥ Permaculture,0.8768144563268403,-0.09903667854906247,-0.5434811229935069,-0.654592234104618,1.4565188770064932,-0.654592234104618,0.12318554367315976,-0.21014778966017358,0.6469170699656381,,0.0668830163644405,0.5668830163644405,-0.4306272893772894,0.26861111111111113,0.5107692307692309,0.2018076923076923,0.04299019607843133,-0.4306272893772894,-0.4306272893772894,-0.4306272893772894,0.01339285714285715
207,Cardano-Cosmos IBC Bridge,0.3945138190200643,0.005486180979935651,0.0054861809799356676,-0.3945138190200643,1.0054861809799358,-0.19451381902006434,0.005486180979935662,0.4054861809799356,0.0819866783355628,0.10548618097993567,0.2709276674793916,-0.5630055342699021,-0.18590676293249156,-0.21309456797072895,0.41475095785440613,0.46532307644011855,-0.2529461953437079,-0.3320687150977888,-0.021974306964164952,0.11028586518782597,-0.10409367508758986
208,Cardano-L-EARN,0.8598556049213943,0.14014439507860563,-0.4848556049213944,-0.3463284835465287,0.7965286593106142,-0.4891856264036715,1.1376167691957166,-0.3463284835465287,0.29291979949874686,0.08224294502489994,0.6147104774924325,0.4357142857142858,-0.2715265436318067,-0.4545454545454546,0.3838288904078378,0.4150793650793651,-0.2810207336523126,-0.47152654363180674,-0.47152654363180674,-0.34393939393939393,-0.625
209,Cardano-based Travel Network,0.777537938252224,-0.20610936682365258,-0.06325222396650972,-0.4918236525379383,0.5081763474620618,0.07960491889063315,0.4547771672771672,-0.20610936682365258,-0.000219780219780219,0.07960491889063315,0.41639194139194136,-0.08360805860805863,-0.3952380952380953,-0.6856837606837608,0.358974358974359,0.08095238095238097,-0.271978021978022,-0.4452152014652015,-0.3884920634920635,-0.17142857142857143,0.29166666666666663
210,Cardano/Lokole Network integration,0.6943394581913032,-0.26576802961987467,0.30566054180869673,-0.4086251724770175,1.4485176846658396,-0.6943394581913032,0.22743729877681287,-0.4086251724770175,0.4359690448085589,0.30566054180869673,0.18470131530873224,-0.015298684691267762,-0.5514823153341604,-0.10631437190260715,-0.007498706004140765,0.054406055900621135,-0.2610430933800499,-0.28162525879917183,-0.28162525879917183,-0.225,-0.225
211,Cardano4Climate Community Events,1.0441519495123823,-0.04415194951238238,-0.6691519495123824,-0.6691519495123823,1.6433480504876177,-0.3566519495123824,-0.16915194951238238,-0.3566519495123824,0.909221263604256,,-0.28793960271855773,0.529302847621262,-0.6161724510551742,-0.18764786078775167,-0.03438075138842395,0.55459368061766,-0.35538702895345775,-0.6560844693608668,-0.8070985475876781,-0.7566862128146453,0.4011753983890207
212,Cardano4Climate Community Hub,0.6892145933066649,-0.06421459330666493,-0.4392145933066649,-0.5642145933066649,1.810785406693335,-0.43921459330666496,0.23375475050666866,0.18578540669333507,0.25269963057686845,-0.15000000000000002,0.03321611253196932,0.5332161125319692,-0.43091787439613527,-0.05114379084967324,0.3332395566922421,0.28774509803921566,-0.2515250544662309,-0.3338164251207729,-0.3338164251207729,-0.18091787439613527,-0.3338164251207729
213,CardanoHTX,0.9732651537273386,0.16959198912980433,-0.4018365822987671,-0.6875508680130528,1.1695919891298043,-0.6875508680130528,-0.10844898565486794,-0.2589794394416242,0.668445555945556,-0.16216216216216217,0.168445555945556,0.8351122226122226,-0.37223587223587223,-0.3909313725490195,0.5,-0.1916803166803167,-0.2782604032604033,-0.37223587223587223,-0.3083538083538083,-0.37223587223587223,0.05507293007293005
214,CardanoRio 2022: Hybrid event,0.9925710594315246,-0.11757105943152454,-0.36757105943152457,-0.7425710594315246,1.5074289405684755,-0.6175710594315246,0.007428940568475456,-0.11757105943152454,0.3703949796973052,0.13242894056847546,0.21069121447028422,-0.5393087855297158,-0.5198643410852714,-0.5416666666666665,0.7718023255813954,0.18013565891472866,-0.48653100775193797,-0.4147286821705427,-0.4147286821705427,-0.2764857881136951,-0.3063953488372093
215,Cardanobi.io,0.6421260249136227,-0.2135545963421941,-0.2135545963421941,-0.6421260249136227,2.0721596893720915,-0.6421260249136227,0.35787397508637736,0.0721596893720916,-0.35641173919933694,0.0721596893720916,0.2795886031180149,-0.4528507327695968,-0.5589764641488779,0.28669043374925735,0.11810805827033011,0.5747609388583019,0.14935686918445543,-0.5122592924317062,-0.5122592924317062,-0.1724137931034483,-0.1724137931034483
216,Cardanomics,0.937898518127351,-0.43789851812735114,0.062101481872648856,-0.6045651847940178,1.7287681485393156,-0.7712318514606844,0.062101481872648856,-0.10456518479401782,0.3822140859394863,,0.3822140859394863,-0.6177859140605138,-0.43789851812735114,-0.30837606837606846,1.4264214046822743,0.30676328502415456,-0.27123185146068446,-0.5735785953177257,,-0.054814814814814906,0.7619928025191183
217,Cardanomonitor,0.9136707581583358,-0.3422421867297643,-0.7708136153011929,-0.1993850438726215,1.229186384698807,-0.48509932958690716,0.08632924184166423,-0.1993850438726215,1.0065145502645503,0.3720435275559499,-0.07968253968253965,-0.07968253968253965,-0.5282608695652175,-0.5134460547504025,-0.09999999999999992,0.3417011732229124,-0.375879917184265,-0.5708333333333333,-0.5368206521739131,-0.5708333333333333,-0.1428571428571428
218,Cardol.io - Portfolio Tracker,1.0179127225602884,-0.11791272256028847,-0.11791272256028847,-0.8179127225602885,1.7820872774397116,-0.8179127225602885,-0.2081746300052588,-0.21791272256028846,-0.07916228432624643,0.18208727743971154,0.07270713601532569,-0.39683143372291446,-0.3406968390804598,0.11633141762452107,-0.07680795019157088,-0.13357843137254896,-0.2643079501915709,-0.5347222222222222,-0.20833333333333331,-0.5347222222222222,0.8958227687626776
219,Cardsec 🔒: SPO Self-Audit Toolkit,0.4945489719147008,-0.06597754334327224,-0.06597754334327224,-0.4945489719147008,1.505451028085299,-0.4945489719147008,0.36259388522815633,-0.06597754334327224,-0.5357018940139145,-0.06597754334327224,0.4212817233916978,-0.6407812136712393,-0.13942738420999293,0.21973674237101345,0.4576086956521739,0.36259388522815633,-0.33942738420999297,-0.4196273675173931,-0.2750836120401338,-0.11538461538461539,-0.028260869565217412
220,Case Study: Yomi.ai & Ada Pay,0.8346778195457273,-0.06544705031495811,0.08839910353119573,-0.3731393580072658,1.2422452573773495,-0.06544705031495808,-0.14237012723803505,-0.21929320416111195,-0.016433146761426903,,-0.24592490353673233,0.09977061907642666,-0.29277490173788345,-0.15967198510301958,0.2515855012572212,0.40143912600809156,-0.5484567199197017,-0.305995670995671,-0.48766233766233763,-0.16119986898384464,0.06497947945883517
221,Catalyst - Rapid Funding Mechanism,0.8984920020639835,-0.2734920020639835,-0.2734920020639835,-0.1484920020639835,1.8515079979360165,-0.3984920020639835,0.10150799793601649,0.10150799793601649,-0.2734920020639835,,0.06558897243107766,-0.6486967418546367,-0.1484920020639835,-0.6789473684210527,-0.15899071207430343,0.1078947368421052,-0.1674117647058824,-0.5964912280701754,,0.2265079979360165,0.0
222,Catalyst Accelerator & Mentors,0.9381944444444444,-0.4381944444444444,-0.4381944444444444,-0.4381944444444444,1.7284722222222222,-0.7715277777777777,0.06180555555555559,0.06180555555555559,-0.11333333333333329,,0.08666666666666671,-0.5133333333333333,-0.10486111111111107,-0.40178571428571425,-0.44999999999999996,0.19206349206349213,-0.36979166666666663,-0.5238095238095237,,,
223,Catalyst Audit Circle,0.9330908479866566,-0.3177062326020411,-0.3177062326020411,-0.7023216172174257,1.4515245366287282,-0.3177062326020411,-0.010013924909733433,-0.1638600787558873,0.19291019287729813,0.06690915201334349,-0.06524549385451642,0.1962161172161172,-0.4438847117794486,-0.29974376114081996,-0.5119047619047619,0.2807662706230818,-0.08693700183281036,-0.37143859649122807,-0.4116666666666667,-0.16734848484848486,0.3452121874083948
224,Catalyst Circle - Funding Mechanism,0.8533691409928292,-0.08413837176205993,-0.3149076025312907,-0.6995229871466754,1.8389385513148633,-0.6995229871466754,0.06970778208409392,-0.08413837176205993,0.18465465155392916,-0.3149076025312907,0.061816356131698426,0.23155687668431296,-0.4989098716634948,-0.03212643678160919,0.33778217312700065,0.14289284398204938,-0.40827586206896554,-0.5314301363027,-0.30769775045137365,-0.4444169960474308,0.33794893378226715
225,Catalyst Circle Mentorship,1.0410529708959608,0.10180417196118217,-0.46962439946738926,-0.6124815423245321,1.9589470291040392,-0.46962439946738926,-0.18024807388842476,-0.46962439946738926,-0.04105297089596068,0.10180417196118217,-0.18485552115583062,-0.18485552115583062,0.06321597839915699,0.18199502023031433,0.24466131481832504,0.23494397759103638,-0.355654761904762,-0.21008403361344535,-0.20588235294117646,-0.21008403361344535,-0.1182121971595655
226,Catalyst Circle Treasury Management,0.9376307166223132,-0.3662021451937419,-0.22334500233659904,-0.5090592880508847,2.0623692833776865,-0.6519164309080276,-0.0635994724230019,-0.3662021451937419,-0.22334500233659904,0.06236928337768667,0.07632798573975037,-0.3236720142602496,-0.14982811306340726,0.18006993006993005,0.20522642623482953,0.19229437229437227,-0.5616883116883117,-0.2954545454545454,-0.2954545454545454,-0.2954545454545454,0.7058823529411762
227,Catalyst Community Accelerator,0.9544670588637229,-0.45446705886372285,-0.31160991600658,-0.7401813445780085,1.4741043697077056,-0.31160991600658,-0.025895630292294258,-0.45446705886372285,0.33092532429202076,,0.036840502719710316,0.0529506630453335,0.4026757982791343,0.00869862575025622,-0.0649837670770349,0.3791023842917251,-0.4950924627292088,-0.40567225551447145,-0.27629050472668987,-0.009167961365249814,0.29079371682807864
228,Catalyst Events 4 Vietnam Students,0.9597825271162075,-0.18200474933842964,-0.6820047493384296,-0.5708936382273184,1.9291063617726816,-0.4597825271162074,0.0402174728837926,-0.5153380826717631,0.3288027264747399,,-0.4154361054766735,0.3757745445425599,-0.4819458957389992,0.16818711843253997,0.1101652863706483,-0.09094823713520554,-0.4088173583609689,-0.4865359584960311,-0.5934513199219081,-0.5466726084373142,-0.008724869258048036
229,Catalyst Fund 8 Challenge Team Hub,0.5763949275362318,-0.27639492753623185,-0.27639492753623185,-0.36592900445202237,1.7451821066590887,-0.36592900445202237,0.23069098110258596,0.18962655110353321,0.18962655110353321,-0.1388888888888889,0.19560688405797105,0.262843137254902,-0.2436238988348963,-0.2340686274509803,0.5737979539641944,0.5826442171071327,-0.2220623756749076,-0.30440821256038647,-0.24528985507246376,-0.24528985507246376,-0.21067330917874394
230,Catalyst Infosessions in Ethiopia,0.936772027328798,-0.28459811428531984,-0.06720680993749373,-0.5889459403722764,0.4980105813668541,-0.15416333167662416,0.0197497118016367,-0.5454676795027111,0.7024588124723574,,-0.017759817742886597,0.650880162006323,-0.11853802776171192,-0.10859459812633186,0.23888151751928846,0.35778170114199526,-0.5051538259534583,-0.6025714285714285,-0.4218472388955582,-0.14454219187675071,-0.15640601503759397
231,Catalyst Leadership Academy,0.866824494949495,-0.36682449494949493,-0.616824494949495,-0.741824494949495,2.133175505050505,-0.616824494949495,0.13317550505050507,0.008175505050505072,0.2400673400673401,,-0.19259259259259262,0.47407407407407415,-0.3495622895622896,-0.16500000000000004,0.11526262626262629,0.036129148629148636,-0.1843434343434343,-0.6828956228956229,-0.6206060606060605,-0.6354545454545454,-0.5087373737373737
232,Catalyst Outreach,0.809025974025974,-0.38045454545454543,-0.38045454545454543,-0.38045454545454543,1.9052597402597404,-0.6661688311688312,0.190974025974026,-0.09474025974025972,-0.03541414141414141,,0.1645858585858586,-0.43541414141414136,-0.23759740259740258,-0.14688552188552187,-0.06743686868686868,0.23249158249158253,-0.32835858585858585,-0.2628787878787879,,-0.8636363636363635,-0.375
233,Catalyst Snippets via Social Media,0.8869925660590104,-0.2716079506743951,-0.040838719905164314,-0.5793002583667028,0.574545895479451,-0.5793002583667028,0.11300743394098953,-0.4254541045205489,0.5452491522924959,,0.0008083935328516886,0.5925296434363219,-0.7005494505494505,0.29024767801857587,0.29247506019951836,0.6909444941023889,-0.3559163746470248,-0.6130030959752323,-0.8421052631578947,-0.9539473684210527,1.130952380952381
234,Catalyst Swarm & City Hub Playbooks,1.1566481307435255,-0.15664813074352543,-0.7816481307435255,-0.7816481307435255,1.5933518692564745,-0.40664813074352546,-0.15664813074352546,-0.5316481307435255,1.0933518692564745,,-0.007109788359788353,0.6931540159923618,-0.5674603174603174,-0.32943469785575036,0.3886147660818714,-0.26096491228070173,-1.0,-0.6200396825396826,-0.6501670843776107,-0.7019110275689222,
235,Catalyst Swarm 2022 GitBook,1.0368745112004916,-0.03687451120049162,-0.6202078445338249,-0.5368745112004917,1.6297921554661752,-0.2868745112004916,-0.20354117786715828,-0.4535411778671583,0.4075674019607843,,-0.22443394024276384,0.20678771508603438,-0.14093785662413114,-0.249647266313933,-0.13707545518207287,0.2671314252196605,-0.11667619326933054,-0.29084967320261434,-0.43309731299927384,-0.5280112044817927,0.5568627450980392
236,Catalyst Swarm Operations,0.7092676043763001,-0.2648231599318556,-0.48704538215407783,-0.5981564932651889,2.068510173401478,-0.48704538215407783,0.22858909659181398,-0.2648231599318556,-0.10743773135077485,0.06851017340147775,0.2425032938076416,-0.1574967061923584,-0.5756059675314333,-0.08745471014492756,-0.11982365460626333,0.11053348825087952,-0.6435172229426888,-0.5972771190162495,-0.43939393939393945,-0.4211344211344212,-0.3846153846153846
237,Catalyst Treasury Management,0.629763673146026,-0.05833510171745466,-0.27262081600316895,-0.48690653028888325,1.370236326853974,-0.27262081600316895,0.22737918399683107,0.15595061256825962,0.3602545058427411,0.08452204113968821,0.20583655179243415,0.3262069221628045,-0.2953055060408002,-0.27575757575757576,0.16885026737967915,0.05361677779978432,-0.3985717743887679,-0.3047379431570608,-0.33062178154089916,-0.28099199275669867,-0.03291740938799761
238,Catalyst in Emerging Markets,0.8423914272646857,0.03260857273531423,-0.34239142726468574,-0.5923914272646857,1.7826085727353143,-0.21739142726468577,-0.08458179922686779,-0.46739142726468574,0.9033383688403591,,0.12910367496280808,0.12910367496280808,-0.3026773149451168,-0.6428571428571428,0.5914183855360325,-0.27807486631016043,-0.3425802139037433,-0.362721643681396,-0.362721643681396,-0.30819026175063324,1.3571428571428572
239,Catalyst-Coordinator Hub,0.5988430278104191,0.0011569721895809126,-0.2988430278104191,-0.4988430278104191,1.9011569721895811,-0.09884302781041909,0.13041465378421901,0.001156972189580907,0.562396635766201,-0.16216216216216217,0.3599640012683491,0.041480611045828474,-0.303713534963535,-0.021428571428571394,0.19528146158580947,-0.05405405405405406,-0.09755399809747634,-0.4317544585401728,-0.44493243243243247,-0.3544562419562419,0.33404118404118405
240,Challenge Fest by Catalyst Swarm,0.8744170090198586,-0.15219478679763643,-0.707750342353192,-0.5410836756865254,2.125582990980141,-0.5410836756865254,0.12558299098014136,-0.15219478679763643,0.5781598068808695,,0.23300195640328472,0.24044618346958643,-0.3237584780810587,0.17383148119565778,0.18652868635460498,-0.003911070370423209,-0.5418263400436576,-0.553132065067549,-0.5950015539714645,-0.31886145346430306,-0.41303096191678534
241,Charity Funding SPO,0.5355789938326283,-0.34807899383262825,-0.03557899383262824,-0.47307899383262825,0.46442100616737175,-0.41057899383262825,0.46442100616737175,-0.16057899383262825,0.6018478521473541,0.33942100616737175,0.42801992192758115,0.09382706796053142,-0.2816138773656609,0.20716247139588098,0.6056390352890555,0.2321436001069868,-0.19514603044014808,-0.4975178997849369,-0.48969393218767293,-0.4974513094330028,
242,Children write African stories,0.8641552566991163,-0.08637747892133857,-0.30859970114356083,-0.30859970114356083,0.5802891877453281,-0.7530441455880053,0.13584474330088364,-0.08637747892133857,0.22788188906609963,,-0.11019736842105265,-0.11019736842105265,-0.5555555555555556,0.28510378510378515,-0.3157894736842106,0.24759615384615385,-1.3157894736842106,-0.5555555555555556,-0.9652777777777778,-0.9652777777777778,0.2142857142857143
243,China Info Hub Continued,0.859645528171743,-0.23464552817174303,-0.359645528171743,-0.734645528171743,2.1403544718282568,-0.609645528171743,0.052180002435756885,-0.484645528171743,0.890354471828257,-0.24242424242424243,0.14035447182825697,0.14035447182825697,-0.5057406361754189,0.3431372549019608,-0.05555555555555558,-0.06461029734687022,-0.42500000000000004,-0.500838675391105,-0.4520986260116695,-0.5890739695087521,
244,Chinese Discord+Telegram groups,1.0435046630738065,-0.37683799640713983,-0.7101713297404731,-0.8212824408515842,1.7342731147039712,-0.599060218629362,-0.043504663073806515,-0.48794910751825094,0.8864895080839352,,0.08198601077858043,0.4153193441119137,-0.7,0.40312499999999996,0.047600619195046434,0.5009674922600619,-0.4342105263157895,-0.7,-0.9428921568627451,-0.94375,-0.11191950464396286
245,Citizen's Ledger,0.9009278204035238,-0.025927820403523733,-0.5259278204035237,-0.6509278204035238,1.0990721795964762,-0.7759278204035238,0.0021142369991474625,-0.15092782040352376,0.37853147055923814,0.3173069807633198,0.35005291005291017,-0.2874472455648926,-0.44359788359788355,-0.32395566922421154,0.39491143317230276,-0.01682999769956293,-0.37566137566137564,-0.56095928226363,-0.33269841269841266,-0.44359788359788355,-0.023809523809523725
246,Clash royale & starcraft mixed game,0.8683529514669865,-0.20168628480031986,-0.31279739591143096,-0.2768884015594542,0.38977826510721253,-0.2768884015594542,0.305233918128655,0.05644493177387915,0.3455116959064327,,0.06043353576248319,0.3455116959064327,0.3591079059829061,0.007242465137202059,0.4927884615384616,-0.1875,-0.7179487179487177,-0.44355506822612084,-0.5107212475633528,-0.41271367521367514,0.44487179487179496
247,"Clean water, raise awareness.",0.7500928401663696,-0.12509284016636957,-0.37509284016636957,-0.6250928401663696,0.7499071598336304,-0.5000928401663696,0.15862405568287924,-0.25009284016636957,0.4760843731431966,0.1249071598336304,0.1730788274905922,0.6730788274905922,-0.383442265795207,0.2777777777777778,0.25,0.26699346405228763,-0.12509284016636957,-0.6034858387799564,-0.5185185185185185,-0.43790849673202614,
248,Climate Change,0.6262411187361284,-0.12624111873612842,-0.26909826159327127,-0.4833839758789856,1.2309017384067287,-0.26909826159327127,0.3023303098353001,-0.12624111873612842,0.1457465975443927,0.016616024121014438,0.07411854316825542,-0.5167726770753718,-0.3405268330218427,-0.22908817882209281,0.3633912655971479,0.2698013969987022,-0.36707297185881643,-0.515530303030303,,-0.3189209164818921,-0.22727272727272727
249,Climate Change: THE Challenge,0.9984952424167423,-0.44293968686118673,-0.3318285757500756,-0.44293968686118673,1.22372697980548,-0.10960635352785338,0.7792825353610355,-0.44293968686118673,-0.6651619090834089,-0.10960635352785338,0.36888035228116495,-0.756119647718835,0.22372697980547995,-0.5639059621043369,-0.02229569892473111,0.7065053763440861,-0.4733071477188351,-0.5379928315412186,,-0.4911247696834694,-0.5806451612903225
250,Climate Finance For Small Farmers,1.249777183600713,-0.08311051693404636,-0.7497771836007129,-0.9164438502673796,0.7502228163992869,-0.08311051693404636,-0.4164438502673797,-0.24977718360071302,0.7627673796791443,0.4168894830659536,-0.2630347593582888,0.5627673796791444,-0.75,0.028631907308377873,0.5202205882352942,0.3529411764705882,-0.6470588235294118,-0.6985294117647058,-0.6985294117647058,-0.75,0.5151515151515151
251,Cloud Credits,0.6859321853354249,-0.3525988520020915,-0.3525988520020915,-0.2414877408909804,0.7585122591090196,-0.4637099631132026,0.09184559244235292,-0.3525988520020915,-0.12584037516901964,,-0.14450736816465715,-0.6847399829497016,-0.15050061050061048,-0.5120772946859904,0.44757834757834764,0.942857142857143,-0.35665445665445666,-0.5165136823960352,-0.40827838827838825,-0.4317460317460317,0.8468050468050469
252,Clubs+hackathons = Cardano adoption,1.159842704477106,-0.10101917506534146,-0.27748976330063563,-0.7480779985947532,1.604863177875835,-0.5716074103594592,-0.27748976330063563,-0.45396035153592973,0.4884848241166846,,-0.3997619382681301,0.2927514307158271,-0.3866442199775533,-0.4628533231474407,-0.24834980288411654,0.29429413179413183,-0.2891293891293891,-0.5599128540305011,-0.5273368606701939,-0.8467023172905526,0.24480618758224545
253,Co-Creating Events Together,1.2068394945697578,-0.12350616123642437,-0.5381430849851903,-0.45683949456975775,1.6264938387635757,-0.5401728279030911,-0.290172827903091,-0.8735061612364244,0.46726956279587856,,-0.45627192982456133,0.9437280701754386,-0.52,-0.2588426423200859,0.44000000000000006,0.11976315789473686,-0.588125,-0.47368421052631576,-0.7854166666666667,-0.25416666666666665,0.33028195488721807
254,Collab Tools for Community DAOs,0.862280701754386,-0.5289473684210526,-0.6956140350877194,-0.862280701754386,2.137719298245614,-0.6956140350877194,0.13771929824561405,-0.02894736842105261,0.8043859649122806,0.3043859649122807,0.14444444444444446,0.4777777777777778,-0.7578947368421053,0.9701754385964912,0.20526315789473681,0.5252631578947369,-0.2947368421052632,-0.6614035087719298,-0.5921052631578947,-0.7421052631578947,0.09239766081871344
255,Collaborat'n for global risk issues,0.7556246574919175,-0.17229132415858425,-0.2556246574919176,-0.2556246574919176,1.161042009174749,-0.5889579908252509,-0.17229132415858425,-0.4222913241585842,0.39759284993901867,,-0.10782202833286422,0.10181497638927979,-0.17042359873242227,0.2631340494730588,0.6866959064327486,0.6231361231361231,-0.22720464448405622,-0.48382352941176476,-0.7108400178253119,-0.8556149732620321,0.2043650793650794
256,College Student Recruitment,0.7187607185505792,-0.16876071855057923,-0.06876071855057923,-0.5687607185505792,1.3812392814494208,-0.31876071855057925,0.031239281449420786,-0.16876071855057923,-0.07398117720873139,,-0.07901578532867233,-0.24780416951469578,-0.4789114296657218,-0.008109130138541865,0.12202380952380959,0.16816126806322887,-0.4681025706638948,-0.37509100009100005,-0.3078629543090327,0.4470130701748349,-0.07608431579019817
257,Colombian Congress Cardano,0.8563754767353166,-0.15637547673531654,-0.35637547673531655,-0.45637547673531653,2.143624523264683,-0.45637547673531653,0.14362452326468342,-0.15637547673531654,0.30267829900839055,-0.05637547673531655,0.23689816933638444,-0.16310183066361558,-0.5026697177726925,-0.07364912280701756,-0.07115417620137303,0.1566636155606407,-0.5356305619120265,-0.5026697177726925,-0.25423340961098395,-0.4496567505720824,0.0038596491228069887
258,Community Advisor Improvements,0.7808779971318671,-0.28087799713186706,-0.28087799713186706,-0.6142113304652004,1.8857886695347996,-0.7808779971318671,0.05245533620146627,-0.11421133046520039,0.257254432873628,,0.2253588516746412,0.2253588516746412,-0.28087799713186706,-0.29870129870129863,0.052708978328173395,0.6993100398053959,-0.33705359655824046,-0.3,,,0.3529411764705883
259,Community Consultancy: AI & Data,0.7578562707134137,-0.18642769928484215,-0.18642769928484215,-0.329284842141985,1.0992865864294437,-0.47214198499912785,0.13964387464387462,0.09928658642944356,0.24214372928658642,-0.14285714285714285,0.19916768416768416,-0.1341656491656492,-0.40873015873015867,0.010769230769230717,0.20833333333333337,-0.1779609279609279,-0.7035164835164837,-0.5084706959706959,-0.40873015873015867,-0.19898046398046398,-0.19277777777777783
260,Community Consultancy: Tokenomics,1.0042186897642353,-0.1470758326213781,-0.5756472611928067,-0.7185044040499495,1.710067024521479,-0.289932975478521,0.13233309723584322,-0.289932975478521,0.7100670245214792,-0.004218689764235244,0.38569373401534524,0.38569373401534524,-0.6842105263157894,0.05595238095238092,0.03884711779448624,0.41019736842105264,-0.5421052631578946,-0.625,-0.5583333333333333,,0.01903127383676584
