,Assessor,weighted av. score,VJ deviation,NU deviation,DF deviation,GT deviation,JR deviation,OA deviation,AV deviation,CJ deviation,DT deviation,JO deviation,JH deviation,SU deviation,GDD deviation,PP deviation,OU deviation,MiM deviation,AR deviation,VP deviation,LdB deviation,EM deviation
20,z_assessor_1023,1.36,-0.3600000000000001,-1.36,-1.36,1.64,-0.3600000000000001,-0.3600000000000001,1.64,1.64,1.64,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001,1.64,,,-1.36,
21,z_assessor_104,0.7692307692307692,-0.7692307692307692,-0.7692307692307692,-0.7692307692307692,2.230769230769231,-0.7692307692307692,0.23076923076923084,0.23076923076923084,0.23076923076923084,-0.7692307692307692,0.23076923076923084,-0.7692307692307692,,0.23076923076923084,0.23076923076923084,-0.7692307692307692,0.23076923076923084,-0.7692307692307692,,,
22,z_assessor_11,0.988423518843209,-0.011150791570481697,0.10248557206588194,-0.47705988247957265,0.8411219357022456,-0.7270598824795727,-0.06796897338866352,0.05703102661133648,0.02294011752042739,-0.11641966466819782,0.03430375388406375,-0.2611507915704817,-0.18004486744672005,-0.11372138666106203,0.06928335289322315,0.2344840997236965,-0.3739461320925738,-0.6460071193881897,-0.17401960784313722,-0.38112048079345867,-0.0766788581040036
23,z_assessor_113,1.1480980720586167,-0.09476473872528345,-0.13476473872528344,-0.35424327740479594,1.0430169965678069,-0.4501336883637001,-0.18985971576096036,-0.18985971576096036,-0.02547615411712473,-0.1380352365844833,-0.08143140539195012,-0.39533916781575484,-0.19472705878440508,-0.1338656242360469,-0.21266791022332893,0.1431987966639391,-0.7614314053919501,-0.5870535714285714,0.0019438791661014045,0.15382482555377724,0.25040696037887916
24,z_assessor_114,1.0357113636262483,-0.8251850478367746,-0.3515008373104588,-0.5219629227012431,1.478037077298757,-0.921962922701243,-0.05529625603457641,0.011370410632090256,0.7447037439654236,0.020119090756604643,0.06955179426848855,0.21137041063209025,-0.801522607644197,0.9447037439654236,0.337907530504934,,-0.7725534688894061,-0.9886295893679098,-0.4482758620689655,-0.9019816660406953,0.8143459764497027
25,z_assessor_119,0.8179041026023784,0.07098478628651045,-0.1512374359357118,-0.5966396903589022,1.6890745953553836,-0.3109254046446165,0.26050316678395496,0.11764602392681212,-0.5966396903589022,-0.051286261631089215,0.40431811961984376,-0.7394968332160451,0.07004139299397921,0.07098478628651043,-0.01893792783571107,0.1988095238095238,-0.44990402018958053,,-0.346875,-0.31470508658008656,-0.32490402018958053
26,z_assessor_125,1.1697076320717605,-0.04970763207176054,-0.24970763207176055,-0.3861290287495042,0.709109066488591,-0.3385099811304566,-0.2432718858923614,0.13768049506001956,0.04244239982192434,-0.07710419982408988,-0.16970763207176057,-0.6242242668447423,0.05322385083078264,-0.16970763207176057,0.5036288825663875,-0.012832998054672926,-0.5393081903498538,,0.07461084272678464,-0.25464366955038287,0.5986633660081935
27,z_assessor_13,0.9081716826266111,-0.023556298011226398,-0.2158639903189187,-0.5881304386584355,1.5857826048198254,-0.24030435170191378,0.10752173525460797,0.10752173525460797,-0.7620434821366964,-0.3569095457682414,0.24567447121954283,-0.892478264745392,-0.40114870509607353,0.05336677891185052,0.06543749632228614,0.033310662104598494,-0.13819792014006307,-0.8999999999999999,0.11371428571428577,-0.3809220724179911,-0.1735684312038992
28,z_assessor_130,1.7236375189048663,0.8415798723994816,-0.37581143194834443,-0.6613892215486078,0.6180225431572746,-0.014330398019196078,-0.5437421627250785,-1.2055068686074313,0.6915519549219804,0.07827227309963886,-0.5787099826729822,0.07390489609845098,0.38743842644204957,-0.7149482401656316,0.14024481486118318,0.2158333333333332,-0.7040812504032808,,-0.6370223978919632,-0.44143812709030106,
29,z_assessor_131,0.782608695652174,0.21739130434782605,-0.782608695652174,0.21739130434782605,2.217391304347826,0.21739130434782605,0.21739130434782605,-0.782608695652174,0.21739130434782605,-0.782608695652174,0.21739130434782605,-0.782608695652174,0.21739130434782605,0.21739130434782605,,0.21739130434782605,-0.782608695652174,,,,
30,z_assessor_133,0.31610425142572884,-0.31610425142572884,0.08389574857427115,-0.31610425142572884,2.683895748574271,-0.31610425142572884,0.6838957485742712,-0.31610425142572884,-0.31610425142572884,-0.31610425142572884,0.48389574857427115,-0.31610425142572884,0.28389574857427113,-0.3253628724216959,-0.30422122337307017,-0.11610425142572885,-0.31610425142572884,,,-0.32352941176470584,-0.31610425142572884
31,z_assessor_136,0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,2.571428571428571,-0.4285714285714286,0.5714285714285714,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,0.5714285714285714,-0.4285714285714286,-0.4285714285714286,,0.5714285714285714,-0.4285714285714286,-0.4285714285714286,,,,-0.4285714285714286
32,z_assessor_139,1.8888888888888888,,-0.8888888888888888,,,,,,,,-0.8888888888888888,,,-0.8888888888888888,1.1111111111111112,,-0.8888888888888888,,,,
33,z_assessor_140,1.4610415996951545,-0.3810415996951545,-0.4810415996951545,-0.45835688555439047,0.9702145430170381,0.48041862464969115,-0.4787650488196966,-0.4991732120850027,0.07225535934356875,0.4947861861997497,-0.3810415996951545,0.05184719607826262,0.28423033703206124,-0.11746071557021852,0.20669493244830578,-0.09219348659003829,-0.5272736927222185,-0.5925925925925926,0.46607756307031667,-0.38103353497442166,0.42920925201174714
34,z_assessor_142,1.0392191659272405,-0.03921916592724047,-0.46779059449866905,-0.03921916592724047,1.389352262644188,-0.6106477373558119,0.24649511978704522,-0.03921916592724047,-0.467790594498669,-0.35196687370600416,-0.03921916592724047,-1.0392191659272405,0.6031746031746031,0.0,-0.021014492753623215,-0.04468599033816426,-0.2710144927536232,-0.9166666666666666,0.0,,-0.3968253968253968
35,z_assessor_145,1.2148882890988155,-0.21488828909881544,-0.21488828909881544,-0.3815549557654821,1.451778377567851,-0.5482216224321488,-0.21488828909881544,-0.21488828909881544,-0.3815549557654821,-0.20786594691857854,-0.21488828909881544,-0.8815549557654822,,-0.3815549557654821,-0.20720085470085475,-0.192934472934473,-0.20720085470085475,,-0.20500000000000007,,-0.11111111111111116
36,z_assessor_146,1.170959595959596,-0.170959595959596,-0.170959595959596,-0.9545454545454545,2.0454545454545454,0.045454545454545525,0.045454545454545525,0.045454545454545525,-0.9545454545454545,,-0.170959595959596,-0.9545454545454545,,-0.170959595959596,-0.2791666666666668,0.045454545454545525,-0.7791666666666668,,,-0.08143939393939398,-0.20833333333333348
37,z_assessor_147,1.8288375821709155,0.28227352894019553,-0.6066153599486933,-0.9399486932820267,-0.3843931377264711,0.06005130671797332,-0.8288375821709155,-0.8288375821709155,1.1711624178290845,-0.4073977873977874,-0.3843931377264711,0.9489401956068622,,0.13505050505050495,0.9703799903799903,-0.7142857142857142,-0.6962866762866763,,0.029090909090908834,-1.384393137726471,0.06005130671797332
38,z_assessor_16,1.2412099253403601,-0.24120992534036007,-0.54120992534036,-0.54120992534036,0.7587900746596399,-0.64120992534036,-0.24120992534036007,0.1587900746596399,-0.4412099253403601,-0.21487093153759818,-0.3412099253403601,0.05879007465963989,-0.3678571428571429,-0.38124934646673775,-0.18347449651797473,0.09990338164251208,-0.3712121212121212,,0.5202020202020202,-0.7857142857142857,-0.21413043478260868
39,z_assessor_160,1.2927511362502002,-0.11093295443201834,-0.02002386352292743,-0.49628205128205133,0.5037179487179486,1.0037179487179486,-0.49628205128205133,-0.49628205128205133,-0.49628205128205133,0.0037179487179486714,0.07088522738616349,-0.7462820512820514,0.26272338772338766,-0.11093295443201834,-0.29275113625020016,0.6308333333333332,-0.2757699072687631,,-0.23076923076923084,-0.3819550883898711,-0.5089316239316239
40,z_assessor_183,1.3450863678804854,-0.09508636788048552,-0.09508636788048552,-0.5950863678804855,1.1549136321195146,-0.3450863678804855,-0.3450863678804855,-0.3450863678804855,0.4049136321195145,-0.8888888888888888,-0.3450863678804855,0.15491363211951448,-0.5238095238095237,,-0.8500000000000001,,-0.5238095238095237,,-0.5238095238095237,-0.5238095238095237,
41,z_assessor_19,1.552498808740863,0.3363900801480258,-0.5524988087408631,-0.5895358457779002,1.2993530431109888,-0.6265728828149372,-0.5524988087408631,-0.5524988087408631,0.003056746814692405,0.05737011819567708,-0.5524988087408631,-0.2562025124445669,0.812716814193827,-0.505691699604743,0.18483740339927632,-0.21563943303073732,,,-0.75,-0.6823210038043798,0.4748342330282129
42,z_assessor_20,1.166452655259091,-0.0755435643500001,-0.030089018895454647,-0.2509244647269158,0.4763482625458115,-0.34183355563600676,-0.12971234351479458,-0.12971234351479458,-0.1903184041208552,-0.18309984812537966,-0.12099810980454556,-0.5236517374541886,-0.03668161548596338,-0.21243162489534811,-0.1282578329021883,-0.07346324744856488,-0.45765696840451575,,-0.036531986531986416,-0.24897891963109345,-0.10964012063924566
43,z_assessor_208,1.5617625558995527,-0.3117625558995527,-0.6867625558995527,-0.5617625558995527,0.4382374441004473,0.18823744410044727,-0.5617625558995527,-0.9367625558995527,0.18823744410044727,-0.3117625558995527,-0.3117625558995527,0.4382374441004473,,-0.5617625558995527,-0.46944444444444433,-0.3460038986354776,-0.6287280701754385,,,,
44,z_assessor_209,1.8460526315789474,0.1539473684210526,-0.8460526315789474,-0.8460526315789474,1.1539473684210526,1.1539473684210526,-0.8460526315789474,-0.8460526315789474,1.1539473684210526,-0.8460526315789474,-0.8460526315789474,0.1539473684210526,,,-0.8421052631578947,-0.8421052631578947,,,,-1.85,1.1578947368421053
45,z_assessor_210,1.4056489262371616,-0.5723155929038282,-0.5723155929038282,-0.5723155929038282,0.9276844070961717,0.09435107376283851,-0.23898225957049482,-0.4056489262371615,-0.23898225957049482,0.40845938375350144,-0.07231559290382816,-0.7389822595704949,-0.016190476190476134,-0.3529411764705883,0.3726190476190477,,-0.7579365079365079,,,-0.5714285714285714,
46,z_assessor_218,0.8671384975732802,-0.03380516423994686,-0.5338051642399468,-0.03380516423994686,1.7995281690933866,-0.7004718309066136,0.13286150242671982,-0.7004718309066136,-0.7004718309066136,-0.4002849002849003,0.13286150242671982,-0.8671384975732802,0.26638176638176636,-0.022929968582142496,-0.028271848924022847,0.23843366778149386,-0.04487179487179488,,-1.0,-0.5009881422924901,-0.21153846153846156
47,z_assessor_22,1.0476190476190474,-0.5476190476190474,-0.04761904761904745,-0.04761904761904745,-0.04761904761904745,-0.04761904761904745,-0.04761904761904745,-0.04761904761904745,-1.0476190476190474,,-0.04761904761904745,-1.0476190476190474,,,-0.04761904761904745,-0.04761904761904745,-0.04761904761904745,,,,
48,z_assessor_243,1.3070628103780277,0.09293718962197223,-0.17372947704469446,-0.5906814478720833,0.5631647059740705,-0.975296832487468,-0.37067413263065435,-0.20149910475997435,0.024703167512532057,-0.46092392456028813,-0.040396143711361104,-0.5137583709490064,-0.07141164994425865,-0.11560921717171713,0.5511916123329167,-0.13241106719367585,-1.0043639432226388,,1.7692307692307692,-0.46354166666666663,0.055572477039868326
49,z_assessor_25,1.2049239627541766,0.005602353035297197,-0.09966080485943965,-0.24735050546002557,0.6901494945399744,-0.7473505054600256,-0.12235050546002557,-0.12235050546002557,0.19014949453997443,0.07001372183346732,-0.2049239627541765,-0.8723505054600256,-0.11309523809523808,0.240620082815735,0.27459733717712276,0.03703703703703709,-0.9717797260448603,,-0.39522058823529416,-0.6927083333333334,-0.3359767316017316
50,z_assessor_251,1.1498048377696546,-0.02480483776965465,-0.024804837769654663,-0.39980483776965464,1.4751951622303454,-0.5248048377696547,-0.14980483776965464,-0.14980483776965464,-0.46230483776965464,-0.16694039391407803,-0.14980483776965464,-0.5248048377696546,0.3026388434855255,-0.06022114514937475,-0.06970176948110908,0.1565281331247631,-0.8049527227158806,,-0.19047619047619047,-0.42105263157894735,-0.21480215690742002
51,z_assessor_252,0.9940463458110518,0.005953654188948265,-0.19404634581105173,-0.7940463458110518,2.005953654188948,-0.39404634581105175,0.005953654188948265,0.005953654188948265,-0.5940463458110518,0.005953654188948265,0.005953654188948265,-0.7940463458110518,,0.005953654188948265,0.08155080213903743,0.007442067736185332,,,,,-0.20000000000000018
52,z_assessor_260,0.5819670286305447,-0.5819670286305447,-0.060227898195762096,-0.3645757242827186,1.9832503626738032,-0.5384887677609794,0.5919460148477161,0.41803297136945533,-0.45153224602184905,0.04808495583857897,-0.10370615906532732,-0.49501050689141424,0.012401795735129026,0.42814814814814817,0.26800786572525703,0.47526848755109624,-0.6041331186258723,-0.5819670286305447,1.2939814814814814,,0.012401795735129026
53,z_assessor_263,0.692979797979798,-0.692979797979798,0.307020202020202,-0.692979797979798,0.9736868686868686,-0.026313131313131326,0.307020202020202,0.307020202020202,-0.692979797979798,-0.7272727272727273,0.307020202020202,-0.692979797979798,0.3563636363636363,0.307020202020202,0.20833333333333337,0.307020202020202,-0.692979797979798,,,-0.6758333333333333,
54,z_assessor_270,0.5401235582079421,-0.5401235582079421,-0.5401235582079421,-0.5401235582079421,2.2834058535567636,-0.4224764993844127,0.5186999712038226,-0.06953532291382442,-0.4224764993844127,-0.45262702210070627,0.45987644179205794,-0.4813000287961774,-0.025540057286032942,0.15976570086692443,0.03614996226835468,0.16693168031041722,-0.4479582504656661,-0.4813000287961774,-0.41811414392059554,-0.15503285543608125,-0.3141368814230919
55,z_assessor_273,0.29958816876475214,-0.29958816876475214,-0.29958816876475214,-0.29958816876475214,2.7004118312352476,-0.29958816876475214,0.7004118312352479,-0.04958816876475217,-0.29958816876475214,-0.28486755835300287,0.45041183123524786,-0.29958816876475214,0.20041183123524783,-0.28486755835300287,-0.04958816876475217,-0.04958816876475217,-0.29958816876475214,,,-0.29958816876475214,-0.29958816876475214
